,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
3440,0.0,0.0,0.03,0.0,0.01,0.0,0.2,0.0,0.13,0.01,0.0
3441,0.0,0.0,0.02,0.0,0.0,0.0,0.46,0.0,0.06,0.02,0.0
3442,0.0,0.016666666666666666,0.11,0.0,0.0,0.0,0.01,0.01,0.01,0.02,0.005
3443,0.01,0.0,0.01,0.0,0.0,0.0,0.06,0.0,0.03,0.12,0.0
3444,0.0,0.08,0.013999999999999999,0.0,0.0,0.0,0.03166666666666666,0.0,0.03333333333333333,0.13,0.0
3445,0.01,0.0,0.026666666666666665,0.01,0.0,0.01,0.08,0.0,0.04,0.42166666666666663,0.03
3446,0.03,0.06,0.02333333333333333,0.01,0.0,0.0,0.45,0.04,0.07,0.075,0.01
3447,0.0,0.0,0.026666666666666665,0.0,0.0,0.0,0.1,0.0,0.12,0.12,0.0
3448,0.01,0.13899999999999998,0.07,0.0,0.0,0.01,0.02,0.0,0.04,0.04666666666666666,0.0
3449,0.0,0.01,0.04,0.0,0.03,0.0,0.11,0.03,0.34,0.02,0.0
3450,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.21,0.02,0.0
3451,0.0,0.0,0.01,0.0,0.0,0.0,0.11,0.0,0.02,0.0,0.0
3452,0.0,0.03,0.09,0.01,0.01,0.0,0.02,0.0,0.06,0.7066666666666667,0.01
3453,0.0,0.032,0.054000000000000006,0.0,0.05,0.0,0.045,0.02,0.11699999999999999,0.1,0.01
3454,0.05,0.05,0.11666666666666668,0.0,0.025,0.0,0.09333333333333332,0.09,0.08,0.1225,0.03
3455,0.01,0.05,0.03,0.0,0.03,0.025,0.025,0.0,0.04,0.11,0.0
3456,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.165,0.05,0.0
3457,0.02,0.03,0.0425,0.0,0.0,0.03,0.015,0.03,0.05,0.78,0.0
3458,0.02,0.04,0.03,0.0,0.03,0.0,0.02,0.0,0.07,0.11,0.0
3459,0.02,0.05333333333333334,0.1383333333333333,0.05,0.05,0.0,0.0,0.01,0.04333333333333333,0.14,0.01
3460,0.0,0.0,0.4,0.0,0.0,0.0,0.21,0.0,0.12,0.02,0.0
3461,0.04,0.07789473684210527,0.07,0.0,0.02,0.01,0.03142857142857143,0.03,0.09333333333333332,0.12166666666666666,0.01
3462,0.02,0.05,0.10416666666666669,0.02,0.09333333333333332,0.01,0.0225,0.01,0.095,0.08333333333333331,0.018333333333333333
3463,0.01,0.34,0.379,0.0,0.03,0.12,0.02,0.02,0.0775,0.05,0.03
3464,0.0,0.01,0.025,0.0,0.02,0.0,0.22,0.0,0.14,0.13,0.01
3465,0.0,0.0495,0.045,0.0,0.01,0.02,0.02,0.0,0.08,0.085,0.0
3466,0.02,0.08,0.08333333333333331,0.0,0.035,0.02,0.02,0.01,0.05,0.15666666666666665,0.01
3467,0.0,0.016,0.05,0.01,0.01,0.06,0.04,0.035,0.03,0.285,0.0
3468,0.0,0.0,0.04,0.03,0.0,0.0,0.17,0.01,0.28,0.08,0.01
3469,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.08,0.05,0.0
3470,0.0,0.04,0.003333333333333333,0.0,0.01,0.0,0.39,0.05,0.43,0.065,0.0
3471,0.02,0.05,0.085,0.0,0.03,0.05,0.015,0.01,0.07666666666666667,0.1,0.02
3472,0.0,0.03,0.07,0.0,0.0,0.0,0.05,0.0,0.08,0.25,0.0
3473,0.0,0.035,0.05,0.01,0.01,0.0,0.05583333333333333,0.03,0.16,0.065,0.0
3474,0.0,0.06,0.04,0.02,0.01,0.01,0.03,0.0,0.01,0.07,0.0
3475,0.0,0.0,0.28,0.0,0.01,0.0,0.02,0.01,0.01,0.02,0.0
3476,0.0,0.01,0.015,0.0,0.0,0.0,0.0,0.01,0.0,0.07969264069264069,0.0
3477,0.02,0.016666666666666666,0.042,0.0,0.0,0.0,0.04,0.0,0.23,0.06,0.0
3478,0.0,0.013333333333333332,0.02,0.0,0.01,0.09,0.065,0.01,0.05,0.006,0.01
3479,0.0,0.0,0.0016666666666666666,0.0,0.02,0.0,0.08,0.01,0.64,0.03,0.01
3480,0.0,0.02,0.29,0.0,0.01,0.0,0.19,0.0,0.18,0.04,0.0
3481,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.0
3482,0.01,0.016666666666666666,0.067,0.0,0.0,0.02,0.06,0.0,0.04,0.115,0.01
3483,0.0,0.016666666666666666,0.0,0.0,0.03,0.01,0.14,0.0,0.0625,0.09,0.0
3484,0.01,0.06291666666666666,0.1475,0.02,0.01,0.01,0.12333333333333334,0.03,0.07,0.19,0.02
3485,0.85,0.02,0.0375,0.0,0.02,0.0,0.0,0.02,0.02,0.03,0.0
3486,0.01,0.023333333333333334,0.05,0.0,0.04,0.0,0.115,0.01,0.17,0.1,0.015
3487,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.01,0.01
3488,0.0,0.0,0.02,0.01,0.0,0.0,0.38,0.0,0.03,0.06,0.0
3489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0
3490,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.01,0.14,0.05,0.0
3491,0.01,0.04,0.06333333333333334,0.0,0.04,0.01,0.04,0.01,0.02,0.04,0.04
3492,0.52,0.02,0.025,0.01,0.024,0.01,0.0,0.0,0.011666666666666665,0.03333333333333333,0.0
3493,0.0,0.0,0.0,0.0,0.0,0.0,0.126,0.01,0.13,0.14666666666666667,0.0
3494,0.0,0.02,0.01,0.01,0.01,0.04,0.03333333333333333,0.0,0.08,0.24,0.04
3495,0.0,0.04,0.13,0.0,0.03,0.01,0.06833333333333333,0.0,0.09,0.04,0.05
3496,0.07,0.06625,0.14266666666666666,0.0,0.06583333333333333,0.01,0.01,0.02,0.08,0.07,0.02
3497,0.01,0.02,0.12576190476190474,0.0,0.01,0.02,0.06,0.01,0.02,0.545,0.02
3498,0.0,0.0,0.0175,0.0,0.006666666666666666,0.0,0.01,0.0,0.01,0.07,0.0
3499,0.0,0.03,0.0,0.0,0.0,0.01,0.01,0.0,0.02,0.08,0.0
3500,0.0,0.025,0.04,0.02,0.03,0.0,0.36,0.0,0.055,0.06,0.0
3501,0.0,0.0,0.01,0.0,0.0,0.0,0.06666666666666667,0.01,0.02,0.04,0.0
3502,0.0,0.12,0.05666666666666667,0.0,0.02,0.0,0.04,0.0,0.065,0.03,0.01
3503,0.0,0.02,0.07583333333333334,0.01,0.01,0.016666666666666666,0.08650000000000001,0.01,0.1175,0.065,0.24316666666666664
3504,0.01,0.01,0.065,0.0,0.01,0.0,0.01,0.0,0.02,0.6569404761904762,0.0
3505,0.0,0.01,0.065,0.03,0.02,0.015,0.03,0.02,0.06,0.06,0.03
3506,0.01,0.04666666666666666,0.03666666666666667,0.01,0.01,0.0,0.06,0.0,0.11,0.1375,0.0
3507,0.94,0.01,0.04333333333333333,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0
3508,0.0,0.0,0.09,0.0,0.05,0.01,0.08,0.0,0.34,0.02,0.01
3509,0.93,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0
3510,0.76,0.01,0.015,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.0
3511,0.0,0.0,0.01,0.0,0.0,0.02,0.10666666666666667,0.0,0.62,0.06,0.0
3512,0.0,0.02,0.055,0.1,0.01,0.0,0.03,0.0,0.0,0.09,0.01
3513,0.02,0.04,0.0525,0.0,0.01,0.2874285714285714,0.04,0.01,0.07,0.6104761904761906,0.035
3514,0.07,0.04,0.1,0.03,0.03333333333333333,0.01,0.01,0.04,0.08,0.16,0.0125
3515,0.0,0.0,0.0,0.0,0.01,0.03,0.1726666666666667,0.0,0.14933333333333335,0.05,0.0
3516,0.0,0.13,0.04,0.01,0.0,0.0,0.23,0.0,0.04,0.05333333333333333,0.01
3517,0.01,0.04,0.01,0.02,0.01,0.02,0.05,0.04,0.07,0.07,0.03
3518,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.62,0.02,0.0
3519,0.02,0.0325,0.1175,0.0,0.01,0.0,0.07166666666666666,0.01,0.0,0.04666666666666666,0.01
3520,0.0,0.04,0.04,0.0,0.0,0.0,0.01,0.02,0.11,0.09,0.01
3521,0.0,0.1,0.06,0.02,0.02,0.0,0.1,0.0,0.2,0.02,0.01
3522,0.0,0.0,0.035,0.07,0.0,0.0,0.02,0.0,0.08,0.03,0.0
3523,0.01,0.085,0.1,0.0,0.03,0.04,0.09,0.01,0.07,0.3,0.01
3524,0.0,0.2366666666666667,0.22,0.0,0.16,0.0,0.03,0.0,0.03,0.22333333333333333,0.0
3525,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.115,0.02,0.01
3526,0.0,0.17566666666666667,0.28459523809523807,0.02,0.036000000000000004,0.0,0.1575,0.0,0.03,0.12833333333333333,0.0
3527,0.01,0.01,0.044000000000000004,0.0,0.02,0.0,0.01,0.0,0.0,0.31,0.0
3528,0.07,0.10166666666666668,0.18666666666666668,0.0,0.058666666666666666,0.025,0.6025,0.055999999999999994,0.12300000000000001,0.12666666666666665,0.05
3529,0.75,0.0475,0.09,0.04,0.01,0.01,0.02,0.0,0.01,0.02,0.0
3530,0.01,0.02,0.055,0.0,0.01,0.0725,0.02,0.01,0.04,0.49,0.01
3531,0.05,0.01,0.03,0.0,0.04,0.02,0.028333333333333332,0.04,0.11,0.06,0.013333333333333332
3532,0.0,0.03,0.03,0.0,0.01,0.0,0.03,0.0,0.035,0.2025,0.01
3533,0.0,0.016666666666666666,0.017,0.0,0.02,0.0,0.026666666666666665,0.03,0.06333333333333332,0.21666666666666667,0.0
3534,0.0,0.09516666666666666,0.0,0.0,0.03,0.0,0.02,0.03,0.08958333333333333,0.03,0.0
3535,0.04,0.02,0.07,0.02,0.085,0.05,0.03,0.01,0.06266666666666666,0.09,0.06
3536,0.01,0.0525,0.12,0.01,0.035,0.03,0.06333333333333332,0.06,0.102,0.115,0.01
3537,0.09,0.04083333333333333,0.15866666666666665,0.0,0.003333333333333333,0.0,0.07333333333333333,0.04,0.06,0.1275,0.01
3538,0.0,0.01,0.0,0.0,0.0,0.01,0.7233333333333333,0.0,0.17,0.026666666666666665,0.0
3539,0.0,0.0,0.04,0.01,0.0,0.0,0.03,0.02,0.04,0.33,0.01
3540,0.04,0.002,0.01,0.0,0.01,0.0,0.095,0.0,0.37,0.03,0.0
3541,0.02,0.0025,0.0,0.0,0.0,0.01,0.03,0.0,0.07,0.14,0.02
3542,0.01,0.04333333333333334,0.1,0.03,0.02,0.01,0.08,0.03,0.05,0.155,0.08
3543,0.0,0.05,0.0,0.0,0.0,0.0,0.14,0.0,0.07,0.09,0.0
3544,0.0,0.08,0.17,0.01,0.01,0.01,0.03,0.0,0.08,0.07400000000000001,0.01
3545,0.01,0.02,0.006666666666666666,0.0,0.011666666666666667,0.0,0.01,0.0,0.03,0.35,0.015
3546,0.0,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.0
3547,0.0,0.06,0.065,0.0,0.0,0.0,0.13,0.0,0.42,0.185,0.01
3548,0.0,0.0225,0.1725,0.0,0.01,0.01,0.045,0.0,0.15433333333333332,0.7618333333333334,0.0
3549,0.0,0.21333333333333335,0.135,0.0,0.01,0.02,0.01,0.03,0.05583333333333333,0.13,0.03333333333333333
3550,0.0,0.0675,0.07,0.04,0.01,0.0,0.08,0.08,0.15,0.07,0.03
3551,0.0,0.01,0.01,0.0,0.0,0.02,0.1,0.0,0.17,0.02,0.0
3552,0.94,0.03,0.075,0.0,0.0,0.0,0.0,0.01,0.0,0.05,0.0
3553,0.0,0.01,0.14,0.0,0.0,0.0,0.05,0.0,0.04,0.02,0.0
3554,0.0,0.02,0.0,0.0,0.0,0.0,0.265,0.0,0.66,0.06,0.0
3555,0.04,0.595,0.5273333333333333,0.01,0.03,0.0,0.0025,0.01,0.0125,0.04166666666666666,0.0
3556,0.05,0.02,0.035777777777777776,0.01,0.02,0.0,0.006666666666666666,0.0,0.0275,0.38,0.0
3557,0.43,0.015,0.04,0.0,0.0,0.01,0.0,0.01,0.03,0.03,0.0
3558,0.0,0.0075,0.055,0.0,0.0,0.0,0.19,0.0,0.37,0.09,0.0
3559,0.0,0.015,0.01,0.0,0.0,0.0,0.01,0.0,0.02,0.05,0.0
3560,0.0,0.0,0.02,0.0,0.01,0.01,0.03,0.0,0.02,0.025,0.0
3561,0.0,0.0,0.08333333333333331,0.0,0.13,0.0,0.02,0.0,0.08,0.22,0.0
3562,0.01,0.075,0.1375,0.0,0.0375,0.0,0.05,0.11,0.08,0.22,0.05
3563,0.02,0.07,0.09266666666666666,0.01,0.04666666666666666,0.0,0.03,0.03,0.05,0.21,0.035
3564,0.02,0.02,0.03,0.0,0.02,0.02,0.1,0.0,0.105,0.255,0.02
3565,0.01,0.03333333333333333,0.09,0.0,0.01,0.02,0.02,0.01,0.02,0.235,0.01
3566,0.71,0.03,0.02,0.0,0.0,0.01,0.02,0.03666666666666667,0.03,0.09,0.01
3567,0.0,0.0,0.01,0.0,0.0,0.01,0.285,0.01,0.23,0.03,0.0
3568,0.33,0.027333333333333334,0.02,0.02,0.016666666666666666,0.0,0.01,0.02,0.06,0.04,0.02
3569,0.0,0.32,0.035,0.0,0.02,0.16,0.01,0.06,0.24,0.08,0.0
3570,0.0,0.05,0.46,0.0,0.0,0.0,0.1,0.0,0.03,0.02,0.0
3571,0.0,0.01,0.20916666666666667,0.0,0.012,0.03,0.015,0.0,0.16952380952380952,0.7437857142857144,0.0
3572,0.0,0.0,0.08166666666666668,0.01,0.15583333333333332,0.01,0.026666666666666665,0.02,0.07,0.03,0.0
3573,0.0,0.034,0.01,0.0,0.02,0.0,0.3,0.0,0.58,0.04,0.0
3574,0.27,0.055,0.1125,0.02,0.01,0.0,0.03,0.0125,0.02,0.07,0.01
3575,0.0,0.016666666666666666,0.04,0.0,0.01,0.0,0.03,0.01,0.2175,0.21333333333333332,0.0
3576,0.0,0.01,0.03,0.01,0.01,0.0,0.07,0.0,0.36,0.09,0.0
3577,0.0,0.02,0.07,0.0,0.01,0.0,0.04,0.01,0.04,0.06333333333333332,0.01
3578,0.0,0.01,0.02,0.02,0.0,0.01,0.02,0.0,0.03,0.01,0.0
3579,0.0,0.03,0.01,0.01,0.0,0.0,0.02,0.01,0.02,0.055,0.0
3580,0.03,0.04,0.024,0.0,0.04,0.0,0.01,0.01,0.02,0.4733333333333334,0.02
3581,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.08,0.0,0.0
3582,0.98,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
3583,0.0,0.07083333333333333,0.026666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0
3584,0.0,0.02,0.02,0.02,0.02,0.01,0.03,0.0,0.04,0.14,0.0
3585,0.04,0.0,0.04,0.0,0.017857142857142856,0.01,0.03,0.0,0.0325,0.09,0.01
3586,0.0,0.06,0.03,0.02,0.0,0.0,0.01,0.02,0.01,0.04,0.01
3587,0.0,0.02,0.05722222222222222,0.01,0.01,0.01,0.02,0.0,0.05,0.02,0.0
3588,0.0,0.03,0.02,0.0,0.0,0.0,0.04,0.0,0.03,0.0,0.0
3589,0.0,0.0,0.353,0.0,0.0,0.01,0.0,0.01,0.0,0.43250000000000005,0.0
3590,0.01,0.0225,0.01,0.0,0.01,0.0,0.08,0.0,0.14,0.13,0.0
3591,0.0,0.044000000000000004,0.01,0.0,0.0,0.0,0.03,0.01,0.06,0.08,0.0
3592,0.0,0.0,0.21,0.0,0.03,0.0,0.0,0.0,0.0,0.025,0.02
3593,0.01,0.05,0.09,0.02,0.015,0.01,0.06,0.02,0.13,0.04,0.0
3594,0.0,0.0,0.01,0.0,0.0,0.0,0.07,0.0,0.2,0.05,0.0
3595,0.01,0.01,0.13,0.01,0.0,0.0,0.0025,0.03,0.01,0.5066666666666667,0.01
3596,0.0,0.002,0.4825,0.02,0.0,0.0,0.02,0.0,0.2118333333333333,0.686,0.0036363636363636364
3597,0.0,0.026666666666666665,0.0225,0.07,0.0,0.0,0.08,0.0,0.12666666666666665,0.33,0.0
3598,0.01,0.0,0.0,0.0,0.01,0.0,0.16,0.0,0.47,0.0,0.0
3599,0.01,0.03,0.08142857142857142,0.0,0.02,0.01,0.05,0.01,0.08333333333333334,0.122,0.0125
3600,0.01,0.02,0.07666666666666666,0.02,0.03,0.0,0.04833333333333333,0.0,0.16399999999999998,0.2575,0.01
3601,0.0,0.01,0.025,0.0,0.026666666666666665,0.03,0.07,0.0,0.08,0.115,0.0
3602,0.0,0.03,0.03,0.01,0.0,0.0,0.01,0.0,0.08,0.15,0.01
3603,0.91,0.005,0.01,0.0,0.01,0.0,0.01,0.02,0.01,0.01,0.0
3604,0.98,0.0125,0.021666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.049166666666666664,0.0
3605,0.0,0.02428571428571429,0.0825,0.0,0.01,0.0,0.02,0.04,0.1575,0.11833333333333332,0.0
3606,0.04,0.01,0.2,0.0,0.0,0.0,0.01,0.0,0.23199999999999996,0.4554761904761904,0.0
3607,0.0,0.01,0.11,0.0,0.0,0.01,0.11,0.0,0.18,0.17,0.0
3608,0.0,0.08,0.08,0.0,0.05,0.01,0.05,0.04,0.04,0.095,0.01
3609,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0425,0.0
3610,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.02,0.61,0.66,0.0
3611,0.0,0.0,0.027999999999999997,0.01,0.0,0.45,0.005,0.01,0.03,0.2,0.0
3612,0.0,0.0,0.01,0.0,0.01,0.01,0.1,0.03,0.16,0.125,0.01
3613,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.37,0.02,0.0
3614,0.0,0.01,0.03,0.0,0.016666666666666666,0.01,0.06,0.01,0.035,0.15,0.0
3615,0.0,0.01,0.003333333333333333,0.01,0.0,0.0,0.11,0.0,0.65,0.12,0.0
3616,0.01,0.01,0.03,0.01,0.01,0.0,0.02,0.0,0.01,0.175,0.01
3617,0.0,0.0,0.01,0.01,0.01,0.0,0.29,0.0,0.24,0.03,0.0
3618,0.0,0.0,0.02,0.0,0.0125,0.0,0.02,0.0,0.04333333333333333,0.45,0.0
3619,0.12,0.03333333333333333,0.04666666666666667,0.0,0.005,0.0,0.0,0.01,0.03,0.04,0.0
3620,0.04,0.035,0.1125,0.0,0.03,0.013333333333333332,0.06666666666666667,0.0,0.13,0.10400000000000001,0.0
3621,0.0,0.02,0.01,0.0,0.0,0.0,0.43,0.01,0.62,0.04,0.0
3622,0.0,0.02,0.05,0.01,0.01,0.0,0.02,0.0,0.02,0.02,0.0
3623,0.01,0.021666666666666664,0.01,0.01,0.01,0.03,0.07,0.0,0.05,0.25,0.0
3624,0.07,0.05,0.09333333333333334,0.0,0.055,0.07,0.05,0.02,0.08,0.14666666666666667,0.01
3625,0.0,0.0,0.01,0.0,0.12,0.0,0.1625,0.0,0.185,0.03,0.0
3626,0.85,0.025,0.016666666666666666,0.0,0.01,0.0,0.01,0.02,0.03333333333333333,0.0,0.01
3627,0.01,0.0325,0.03,0.01,0.01,0.01,0.07,0.0,0.09,0.03,0.02
3628,0.05,0.01,0.05,0.02,0.01,0.02,0.02,0.01,0.07,0.29,0.01
3629,0.08,0.013999999999999999,0.85,0.0,0.0,0.0,0.027333333333333334,0.0,0.025666666666666664,0.07083333333333333,0.0385
3630,0.12,0.0,0.01,0.0,0.04,0.02,0.015,0.0,0.16333333333333333,0.01,0.01
3631,0.02,0.025,0.06,0.0,0.0,0.0,0.0,0.01,0.04,0.84,0.0
3632,0.0,0.04,0.016666666666666666,0.0,0.0,0.0425,0.09,0.0,0.07,0.1,0.0
3633,0.0,0.03,0.02,0.0,0.0,0.0,0.08,0.0,0.08,0.01,0.0
3634,0.01,0.04,0.086,0.01,0.03,0.02,0.0475,0.0,0.06,0.2425,0.01
3635,0.06,0.09166666666666666,0.07,0.0,0.0,0.0,0.06,0.0,0.1,0.09,0.0
3636,0.0,0.026666666666666665,0.0365,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0
3637,0.0,0.01,0.045,0.0,0.01,0.0,0.08666666666666666,0.02,0.14,0.03,0.01
3638,0.0,0.01,0.01,0.0,0.0,0.0,0.06,0.0,0.02,0.01,0.0
3639,0.01,0.03,0.13,0.05,0.0,0.0,0.0,0.0,0.01,0.08,0.02
3640,0.04,0.011666666666666665,0.24302380952380953,0.0,0.005,0.0,0.02333333333333333,0.03,0.08666666666666668,0.10038888888888887,0.006666666666666666
3641,0.0,0.0,0.01,0.04,0.01,0.0,0.125,0.0,0.13,0.0,0.0
3642,0.0,0.026666666666666665,0.0175,0.0,0.01,0.055,0.26,0.0,0.31,0.02,0.0
3643,0.01,0.02,0.04,0.02,0.03833333333333333,0.0,0.01,0.05,0.02,0.18,0.04
3644,0.76,0.03,0.025,0.0,0.01,0.0,0.01,0.0,0.04,0.05,0.01
3645,0.14,0.003333333333333333,0.03,0.01,0.01,0.0,0.0,0.0,0.01,0.04,0.0
3646,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.0
3647,0.09,0.01,0.01,0.0,0.05,0.02,0.15733333333333335,0.04666666666666666,0.05,0.09,0.11
3648,0.01,0.01,0.035,0.0,0.0,0.0,0.08,0.01,0.25,0.13,0.0
3649,0.01,0.02,0.055,0.0,0.01,0.0725,0.02,0.01,0.04,0.49,0.01
3650,0.0,0.0,0.0,0.02,0.01,0.0,0.07,0.01,0.03333333333333333,0.71,0.0
3651,0.02,0.03,0.03,0.03,0.01,0.0,0.02,0.0,0.03,0.02,0.0
3652,0.0,0.0,0.01,0.0,0.0,0.0,0.15,0.0,0.09818181818181819,0.01,0.0
3653,0.0,0.01,0.05,0.02,0.01,0.0,0.05,0.01,0.10333333333333333,0.01,0.0
3654,0.0,0.006,0.07,0.01,0.01,0.04,0.01,0.0,0.05,0.13,0.0
3655,0.01,0.0225,0.26,0.0,0.0,0.01125,0.0325,0.04,0.03,0.385,0.0
3656,0.0,0.1165,0.06,0.0,0.055999999999999994,0.01,0.0275,0.015,0.035,0.125,0.01
3657,0.04,0.03333333333333333,0.14666666666666667,0.0,0.006666666666666666,0.04,0.16666666666666663,0.02,0.098,0.08,0.045
3658,0.01,0.14633333333333334,0.319,0.0,0.0,0.005,0.01,0.01,0.01,0.05,0.005
3659,0.01,0.09375,0.1,0.0,0.02,0.02,0.07,0.0,0.05,0.09,0.02
3660,0.15,0.01,0.01,0.0,0.0,0.0,0.02,0.0,0.03,0.03,0.0
3661,0.01,0.013333333333333332,0.14411904761904762,0.01,0.0,0.0,0.11254761904761905,0.01,0.08199999999999999,0.11338095238095239,0.03
3662,0.0,0.03,0.01,0.0,0.06,0.0,0.05,0.0,0.06,0.11833333333333335,0.0
3663,0.0,0.0,0.01,0.0,0.01,0.0,0.05,0.0,0.04,0.01,0.0
3664,0.0,0.04,0.03,0.0,0.0,0.0,0.09,0.0,0.2,0.04,0.0
3665,0.0,0.02,0.13333333333333333,0.0,0.02,0.0,0.0,0.0,0.03,0.08333333333333331,0.0
3666,0.81,0.006666666666666666,0.03,0.0,0.0,0.0,0.04,0.01,0.03333333333333333,0.04,0.013333333333333332
3667,0.0,0.03333333333333333,0.07666666666666666,0.01,0.01,0.02,0.03,0.01,0.06666666666666667,0.1,0.03
3668,0.0,0.0,0.04,0.0,0.0,0.0,0.05,0.0,0.06333333333333332,0.07,0.0
3669,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.02,0.86,0.01
3670,0.0,0.01,0.0,0.0,0.03,0.0,0.16,0.0,0.15,0.01,0.0
3671,0.15,0.07,0.22666666666666668,0.0,0.03666666666666667,0.025,0.5,0.066,0.13166666666666665,0.10666666666666667,0.07
3672,0.0,0.0,0.035,0.51,0.0,0.0,0.026666666666666665,0.03,0.01,0.09,0.012
3673,0.0,0.0,0.03,0.0,0.0,0.0,0.44,0.0,0.04,0.01,0.0
3674,0.04,0.03,0.04,0.04,0.02,0.0,0.02,0.1,0.05,0.11,0.0
3675,0.0,0.01,0.02,0.0,0.0,0.0,0.18,0.01,0.09928571428571428,0.29,0.0
3676,0.02,0.09266666666666666,0.11449999999999999,0.0,0.0,0.01,0.02583333333333333,0.01,0.05,0.05,0.01
3677,0.0,0.01,0.11,0.0,0.0,0.0,0.08,0.0,0.18,0.02,0.0
3678,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01
3679,0.0,0.02,0.01,0.0,0.0,0.0,0.15,0.0,0.02,0.06,0.0
3680,0.0,0.11,0.05,0.01,0.03,0.0,0.07,0.0,0.11,0.09,0.0
3681,0.01,0.07,0.13233333333333333,0.01,0.02,0.0,0.02,0.01,0.09333333333333332,0.09333333333333334,0.016666666666666666
3682,0.0,0.22266666666666665,0.2381904761904762,0.0,0.0,0.0,0.21166666666666667,0.0,0.2886666666666667,0.05,0.17483333333333334
3683,0.0,0.0,0.01,0.0,0.0,0.0,0.07,0.0,0.17,0.2,0.0
3684,0.0,0.01,0.035,0.0,0.05,0.0,0.05,0.05,0.09,0.07,0.01
3685,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.0,0.74,0.5533333333333332,0.0
3686,0.01,0.0,0.06,0.01,0.04,0.0,0.24,0.0,0.12,0.03,0.0
3687,0.0,0.01,0.03,0.0,0.0,0.01,0.01,0.0,0.03,0.01,0.0
3688,0.0,0.09,0.18,0.0,0.02,0.0,0.05,0.01,0.08,0.03,0.0
3689,0.0,0.02,0.03,0.0,0.0,0.0,0.03,0.0,0.21333333333333332,0.01,0.0
3690,0.0,0.01,0.05,0.0,0.01,0.0,0.03,0.0,0.04,0.04,0.005
3691,0.0,0.03,0.02,0.0,0.0,0.0,0.05,0.01,0.065,0.11,0.003333333333333333
3692,0.01,0.4102857142857143,0.02,0.0,0.02,0.02,0.01,0.0,0.03,0.03,0.01
3693,0.02,0.03,0.01,0.0,0.03,0.0,0.02,0.0,0.02,0.06,0.0
3694,0.0,0.0,0.02,0.0,0.0,0.0,0.14,0.0,0.06,0.10166666666666668,0.0
3695,0.0,0.05,0.06,0.0,0.07,0.0,0.01,0.0,0.1,0.01,0.01
3696,0.41,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.07,0.05,0.01
3697,0.0,0.07,0.04,0.0,0.0,0.01,0.19,0.0,0.14,0.01,0.01
3698,0.82,0.0,0.02333333333333333,0.0,0.0,0.0,0.0,0.01,0.0,0.04,0.01
3699,0.01,0.03,0.035,0.0,0.0,0.0,0.07,0.0,0.11,0.35,0.01
3700,0.03,0.05,0.13166666666666665,0.01,0.015,0.01,0.02,0.06,0.07,0.09,0.04
3701,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.05,0.07,0.003333333333333333
3702,0.0,0.03,0.03,0.01,0.015,0.0,0.01,0.01,0.04,0.51,0.0
3703,0.07,0.19433333333333333,0.20149999999999996,0.01,0.0,0.0125,0.03166666666666666,0.0,0.005714285714285714,0.04,0.01
3704,0.0,0.025,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.03,0.01
3705,0.01,0.0,0.11,0.01,0.02,0.0,0.04333333333333333,0.0,0.075,0.217,0.01
3706,0.0,0.01,0.01,0.0,0.0,0.05176923076923077,0.01,0.0,0.04333333333333333,0.32766666666666666,0.0
3707,0.06,0.10166666666666666,0.17338095238095239,0.01,0.14678571428571427,0.02,0.04833333333333334,0.01,0.19135714285714284,0.11666666666666668,0.115
3708,1.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0
